,carros,price,link
36,Volkswagen Amarok 2.0 Trendline T 140 Hp Estacas,130000000,https://carro.mercadolibre.com.co/MCO-1373162701-volkswagen-amarok-20-trendline-estacas-_JM#position=37&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
37,Kia Picanto 1.2 Vibrant,53500000,https://carro.mercadolibre.com.co/MCO-1373174915-kia-picanto-12-vibrant-2022-_JM#position=38&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
38,Renault Duster 1.6 Zen,93500000,https://carro.mercadolibre.com.co/MCO-1373147897-renault-duster-zen-_JM#position=39&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
39,Mazda Cx-5 2.0 Touring,135000000,https://carro.mercadolibre.com.co/MCO-1373186305-mazda-cx-5-touring-_JM#position=40&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
40,Mazda 3 2.0 Sport Touring,69000000,https://carro.mercadolibre.com.co/MCO-1373237881-mazda-3-_JM#position=41&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
41,Chevrolet N300 Van Carga,44500000,https://carro.mercadolibre.com.co/MCO-1373212195-chevrolet-n300-van-carga-_JM#position=42&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
42,Kia Cerato Pro Ex,48800000,https://carro.mercadolibre.com.co/MCO-1373147573-kia-cerato-pro-ex-2015-_JM#position=43&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
43,Renault Logan 1.6 Dynamique Mt,28000000,https://carro.mercadolibre.com.co/MCO-1373224651-renault-logan-16-dynamique-2016-_JM#position=44&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
44,Mazda 6 2.5 L5na1,40000000,https://carro.mercadolibre.com.co/MCO-1373185473-mazda-6-_JM#position=45&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
45,Ford Escape St-line,118000000,https://carro.mercadolibre.com.co/MCO-1373237027-ford-escape-st-line-2020-_JM#position=46&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
46,Honda Civic 1.8 Lx,32500000,https://carro.mercadolibre.com.co/MCO-1373146503-honda-civic-4-drlx-_JM#position=47&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
47,Mazda 3 2.0 All New,39900000,https://carro.mercadolibre.com.co/MCO-1373210791-mazda-3-all-new-20-_JM#position=48&search_layout=grid&type=item&tracking_id=5b17eb8c-ab2a-4fcf-9601-1328f370cc94
0,Mazda Cx-9 2.5 Grand Touring Lx,112900000,https://carro.mercadolibre.com.co/MCO-1373171729-mazda-cx-9-25-grand-touring-lx-_JM#position=1&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
1,Mitsubishi Montero 3.0 Sport,150000000,https://carro.mercadolibre.com.co/MCO-1373184169-mitsubishi-montero-30-sport-_JM#position=2&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
2,Ford Explorer 3.5 Limited,79000000,https://carro.mercadolibre.com.co/MCO-1373158533-ford-explorer-35-limited-2013-_JM#position=3&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
3,Kia Rio 1.4 Vibrant At,74400000,https://carro.mercadolibre.com.co/MCO-1373158183-kia-rio-14-vibrant-2023-_JM#position=4&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
4,Ford Explorer 4.0 Elite Xlt,35000000,https://carro.mercadolibre.com.co/MCO-1373195983-ford-explorer-elite-xlt-_JM#position=5&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
5,Mercedes-benz Clase Cla 1.6 Urban,98900000,https://carro.mercadolibre.com.co/MCO-1373169867-mercedes-benz-cla-180-2019-_JM#position=6&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
6,Mazda 2 1.5 Grand Touring,56000000,https://carro.mercadolibre.com.co/MCO-1373195223-mazda-2-2016-_JM#position=7&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
7,Volvo V40 1.6 T4 Kinetic,63000000,https://carro.mercadolibre.com.co/MCO-1373246577-volvo-v40-t4-kinetic-_JM#position=8&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
8,Chevrolet Aveo 1.6 Emotion Gti,30000000,https://carro.mercadolibre.com.co/MCO-1373155535-chevrolet-aveo-16-emotion-gti-2012-_JM#position=9&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
9,Renault Stepway 1.6 Zen Mt,61900000,https://carro.mercadolibre.com.co/MCO-1373154311-renault-stepway-_JM#position=10&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
10,Mazda Cx-30 2.0 Grand Touring At,110000000,https://carro.mercadolibre.com.co/MCO-2106756068-mazda-cx-30-grand-touring-_JM#position=11&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
11,Nissan Np300 Frontier 2.5l Le 4x4 At,149000000,https://carro.mercadolibre.com.co/MCO-2107075318-nissan-np300-frontier-_JM#position=12&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
12,Toyota Prado Tx-l,190000000,https://carro.mercadolibre.com.co/MCO-2106701686-toyota-prado-tx-l-2015-_JM#position=13&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
13,Mini Cooper 1.5 F55 Salt,72000000,https://carro.mercadolibre.com.co/MCO-2106713280-mini-cooper-15-f55-salt-2018-_JM#position=14&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
14,Toyota Yaris Xs Hybrid  1.5   4x2,141000000,https://carro.mercadolibre.com.co/MCO-2105457162-toyota-yaris-cross-xs-hybrid-15-4x2-_JM#position=15&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
15,Hyundai Tucson Ix-35 2.0l,62900000,https://carro.mercadolibre.com.co/MCO-1372997369-hyundai-tucson-ix-35-20l-mt-20-_JM#position=16&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
16,Hyundai Accent 1.6l 4 P,47000000,https://carro.mercadolibre.com.co/MCO-1372971483-hyundai-accent-i25-16l-mt-16-_JM#position=17&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
17,Chevrolet Captiva 1.5,98000000,https://carro.mercadolibre.com.co/MCO-1372906353-chevrolet-captiva-premier-turbo-tp-15-_JM#position=18&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
18,Nissan Kicks 1.6 Advance,76500000,https://carro.mercadolibre.com.co/MCO-2105456530-nissan-kicks-advance-tp-16-_JM#position=19&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
19,Seat Arona 1.6 Fr,74000000,https://carro.mercadolibre.com.co/MCO-1372918901-seat-arona-16-fr-2022-_JM#position=20&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
20,Nissan Qashqai 2.0 Advance 140 Hp,85000000,https://carro.mercadolibre.com.co/MCO-1372957499-nissan-qashqai-advance-2018-_JM#position=21&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
21,Toyota Prado 3.0 Blindada,178000000,https://carro.mercadolibre.com.co/MCO-1372957367-toyota-prado-_JM#position=22&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
22,Nissan Qashqai 2.0 4wd,44700000,https://carro.mercadolibre.com.co/MCO-1372943949-nissan-qashqai-4wd-_JM#position=23&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
23,Ford Fusion 2.0 Titanium Plus,92000000,https://carro.mercadolibre.com.co/MCO-1372892093-ford-fusion-titanium-plus-2019-_JM#position=24&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
24,Ford Escape 2.0 Titanium 245 Hp,85000000,https://carro.mercadolibre.com.co/MCO-1372891767-ford-escape-titanium-2017-_JM#position=25&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
25,Suzuki Swift Hibrido,70000000,https://carro.mercadolibre.com.co/MCO-1372891659-suzuki-swift-hibrido-2023-_JM#position=26&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
26,Renault Kwid 1.0 12v,44000000,https://carro.mercadolibre.com.co/MCO-1372993435-renault-kwid-10-iconic-_JM#position=27&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
27,Mazda Cx-30 2.0 Touring,99900000,https://carro.mercadolibre.com.co/MCO-2105370016-mazda-cx-30-touring-20-_JM#position=28&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
28,Renault Logan 1.4 Familier Aa,27500000,https://carro.mercadolibre.com.co/MCO-1372889549-renault-logan-familier-_JM#position=29&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
29,Bmw X1 2.0 E84 Sdrive 20i Sport,78000000,https://carro.mercadolibre.com.co/MCO-1372914813-bmw-x1-sdrive20i-2015-_JM#position=30&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
30,Renault Koleos 2.5 Expression,34900000,https://carro.mercadolibre.com.co/MCO-2105369388-renault-koleos-25-expression-2011-_JM#position=31&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
31,Hyundai Tucson 2.0 Gl Advance,74000000,https://carro.mercadolibre.com.co/MCO-1372927301-hyundai-new-tucson-_JM#position=32&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
32,Jeep Compass 2.4 Sport,54700000,https://carro.mercadolibre.com.co/MCO-1372927051-jeep-compass-_JM#position=33&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
33,Mazda Cx-5 2.5 Grand Touring Signature,139500000,https://carro.mercadolibre.com.co/MCO-1372951855-mazda-cx-5-25-grand-touring-signature-2020-_JM#position=34&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
34,Toyota Fortuner 2.7 4x2 Automatica,80900000,https://carro.mercadolibre.com.co/MCO-1372951477-toyota-fortuner-27-sr5-2011-_JM#position=35&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
35,Kia Rio 1.25,41700000,https://carro.mercadolibre.com.co/MCO-1372898349-kia-rio-ub-ex-_JM#position=36&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
36,Renault Alaskan Cargo,134000000,https://carro.mercadolibre.com.co/MCO-1372923971-renault-alaskan-cargo-25-4x4-2023-_JM#position=37&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
37,Fiat 500 1.4 Cult 8v,36500000,https://carro.mercadolibre.com.co/MCO-1372884755-fiat-500-14-cult-8v-2013-_JM#position=38&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
38,Toyota Fortuner 2.4l Sr,191000000,https://carro.mercadolibre.com.co/MCO-1372962205-toyota-fortuner-24l-sr-2021-_JM#position=39&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
39,Kia New Sportage 2.0 Ex,97500000,https://carro.mercadolibre.com.co/MCO-1372910335-kia-new-sportage-20-ex-_JM#position=40&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
40,Chevrolet Luv 3.0 Dmax,47000000,https://carro.mercadolibre.com.co/MCO-1372923251-chevrolet-luv-tfs-30-dmax-2007-_JM#position=41&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
41,Renault Kangoo Vu Van Carga,39500000,https://carro.mercadolibre.com.co/MCO-1372921975-renault-kangoo-vu-van-carga-_JM#position=42&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
42,Daewoo Cielo Bx,14500000,https://carro.mercadolibre.com.co/MCO-1372960429-daewo-cielo-bx-1998-_JM#position=43&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
43,Renault Koleos 2.5 Intens,115900000,https://carro.mercadolibre.com.co/MCO-1372908593-renault-koleos-intens-_JM#position=44&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
44,Toyota Prado 2.7 Sumo,58000000,https://carro.mercadolibre.com.co/MCO-1372908569-toyota-prado-sumo-_JM#position=45&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
45,Mazda Cx-30 2.0 Touring At,94000000,https://carro.mercadolibre.com.co/MCO-2104984142-mazda-cx-30-20-touring-2021-_JM#position=46&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
46,Chevrolet Cobalt 1.8 Lt,32900000,https://carro.mercadolibre.com.co/MCO-1372984985-chevrolet-cobalt-18-lt-2014-_JM#position=47&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
47,Toyota Hilux 2.7 Imv 4x2,59900000,https://carro.mercadolibre.com.co/MCO-2104689132-toyota-hilux-_JM#position=48&search_layout=grid&type=item&tracking_id=d17dea46-9dc1-476c-af98-9535be20b39e
0,Nissan X-trail 2.5 S Basica,42000000,https://carro.mercadolibre.com.co/MCO-2103449674-nissan-x-trail-25-s-basica-2012-_JM#position=1&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
1,Nissan Versa 1.6 Drive,49000000,https://carro.mercadolibre.com.co/MCO-2103413078-nissan-versa-drive-mt-16-_JM#position=2&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
2,Nissan March 1.6 Sense,48000000,https://carro.mercadolibre.com.co/MCO-2103425954-nissan-march-sense-at-16-_JM#position=3&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
3,Nissan Versa 1.6 Drive,51500000,https://carro.mercadolibre.com.co/MCO-2103471066-nissan-versa-drive-mt-16-_JM#position=4&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
4,Suzuki Grand Vitara 2.4 Sz Glx Sport 4x2,65000000,https://carro.mercadolibre.com.co/MCO-2103437606-suzuki-grand-vitara-_JM#position=5&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
5,Chevrolet Aveo Emotion,28000000,https://carro.mercadolibre.com.co/MCO-2103397790-chevrolet-aveo-emotion-2012-_JM#position=6&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
6,Nissan Qashqai 2.0 Sense,70900000,https://carro.mercadolibre.com.co/MCO-2103423528-nissan-qashqai-20-sense-4x2-2016-_JM#position=7&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
7,Mazda 3 1.6,27200000,https://carro.mercadolibre.com.co/MCO-2103395924-mazda-3-16-_JM#position=8&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
8,Renault Logan Life,45000000,https://carro.mercadolibre.com.co/MCO-2103455070-renault-logan-life-2021-_JM#position=9&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
9,Chery Yoya 1.5 Van Pass 2,32000000,https://carro.mercadolibre.com.co/MCO-2103407536-chery-yoya-_JM#position=10&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
10,Hyundai Terracan 3.5 Gl 4x4,35000000,https://carro.mercadolibre.com.co/MCO-2103443740-hyundai-terracan-35-gl-2007-_JM#position=11&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
11,Suzuki Grand Vitara 2.4 At 4x4,64500000,https://carro.mercadolibre.com.co/MCO-1372693587-suzuki-grand-vitara-_JM#position=12&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
12,Toyota Hilux 2.8l,197000000,https://carro.mercadolibre.com.co/MCO-2103415516-toyota-hilux-28-_JM#position=13&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
13,Mazda Cx-5 2.0 Touring,139000000,https://carro.mercadolibre.com.co/MCO-1372619331-mazda-cx-5-2024-_JM#position=14&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
14,Mazda Cx-30 2.0 Tourning,93000000,https://carro.mercadolibre.com.co/MCO-1372686999-mazda-cx-30-20-touring-2021-_JM#position=15&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
15,Chevrolet Aveo 1.6 Sd,25000000,https://carro.mercadolibre.com.co/MCO-1372662039-chevrolet-aveo-sd-16-2011-_JM#position=16&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
16,Audi A3 1.6 8l 16hb,30000000,https://carro.mercadolibre.com.co/MCO-1372650163-audi-a3-2004-_JM#position=17&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
17,Volkswagen Nivus 1.0 Comfortline At T,82000000,https://carro.mercadolibre.com.co/MCO-1372650087-volkswagen-nivus-comfortline-_JM#position=18&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
18,Audi A1 1.4 Tfsi Ambition Plus,65900000,https://carro.mercadolibre.com.co/MCO-2103325024-audi-a1-sportback-2015-_JM#position=19&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
19,Toyota Land Cruiser Fj70 L,75000000,https://carro.mercadolibre.com.co/MCO-1372629033-toyota-land-cruiser-fj-70-l-1986-_JM#position=20&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
20,Renault Logan 1.6 Life,48500000,https://carro.mercadolibre.com.co/MCO-1372660765-renault-logan-_JM#position=21&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
21,Toyota Corolla 1.8 Se-g,42900000,https://carro.mercadolibre.com.co/MCO-1372647555-toyota-corolla-_JM#position=22&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
22,Chevrolet Captiva 1.5 Turbo Lt,79000000,https://carro.mercadolibre.com.co/MCO-2101149644-chevrolet-captiva-15-turbo-lt-_JM#position=23&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
23,Ford Escape 2.5 Titanium Hibrida Hev,150000000,https://carro.mercadolibre.com.co/MCO-2101111196-ford-escape-25-titanium-hibrida-hev-_JM#position=24&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
24,Chevrolet Beat 1.2 Ls,39000000,https://carro.mercadolibre.com.co/MCO-2101135168-chevrolet-beat-12-ls-_JM#position=25&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
25,Nissan Murano 3.5 At,137000000,https://carro.mercadolibre.com.co/MCO-2101119730-nissan-murano-35-_JM#position=26&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
26,Renault Logan 1.6 Dynamique Fii,30000000,https://carro.mercadolibre.com.co/MCO-2099813340-renault-logan-dynamique-16-modelo-2013-_JM#position=27&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
27,Nissan Qashqai 2.0 Sense 142 Hp,87500000,https://carro.mercadolibre.com.co/MCO-2099832618-nissan-qashqai-20-sense-2019-_JM#position=28&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
28,Hyundai Santa Fe 2.4 Gls,82000000,https://carro.mercadolibre.com.co/MCO-2099773980-hyundai-santa-fe-24-gls-_JM#position=29&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
29,Renault Megane 2 2.0 Dynamique Fase 2,25500000,https://carro.mercadolibre.com.co/MCO-2099823374-renault-megane-ii-20-dynamique-fase-2-2008-_JM#position=30&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
30,Nissan March 1.6 Sense Automático,45000000,https://carro.mercadolibre.com.co/MCO-2099785838-nissan-march-16-sense-automatico-_JM#position=31&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
31,Ford Escape 2.0 Se 4x2 2018,71000000,https://carro.mercadolibre.com.co/MCO-2099785762-ford-escape-20-se-4x2-2018-_JM#position=32&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
32,Renault Logan 1.6 Dynamique Fii,29000000,https://carro.mercadolibre.com.co/MCO-2099894094-renault-logan-fii-dynamique-mt-16-_JM#position=33&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
33,Mazda Cx-5 2.0 Touring Station Wagon,79900000,https://carro.mercadolibre.com.co/MCO-2099772632-mazda-cx-5-20-touring-_JM#position=34&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
34,Ford Escape 2.0 Se 4x4,65000000,https://carro.mercadolibre.com.co/MCO-2099772432-ford-escape-20-se-4x4-_JM#position=35&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
35,Kia Picanto 1.1 Morning,25500000,https://carro.mercadolibre.com.co/MCO-2099830422-kia-picanto-morning-11-at-11-_JM#position=36&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
36,Volkswagen Polo 1.6 Comfortline,70000000,https://carro.mercadolibre.com.co/MCO-2099905568-volkswagen-polo-comfortline-2022-_JM#position=37&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
37,Renault Stepway 1.6 Intense Automática,67000000,https://carro.mercadolibre.com.co/MCO-1372165449-renault-stepway-intens-cvt-_JM#position=38&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
38,Mazda Allegro 1.3 9aln3m,19500000,https://carro.mercadolibre.com.co/MCO-2099829778-mazda-allegro-9aln3m-2001-_JM#position=39&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
39,Bmw X2 2.0,118000000,https://carro.mercadolibre.com.co/MCO-1372165111-bmw-x2-f39-sdrive-20i-m-sport-x-tp-20-_JM#position=40&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
40,Toyota Yaris 1.5 Xls Hybrid,143000000,https://carro.mercadolibre.com.co/MCO-1372164945-toyota-yaris-cross-xls-hybrid-2023-_JM#position=41&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
41,Ford Explorer 3.5 Limited,103000000,https://carro.mercadolibre.com.co/MCO-2099867150-ford-explorer-35-limited-_JM#position=42&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
42,Seat Arona 1.6,80000000,https://carro.mercadolibre.com.co/MCO-1372151619-seat-arona-reference-tp-16-_JM#position=43&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
43,Mazda 3 2.0 Touring,65000000,https://carro.mercadolibre.com.co/MCO-2099769826-mazda-3-_JM#position=44&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
44,Kia Rio Spice 1.4 Hb At,46000000,https://carro.mercadolibre.com.co/MCO-2099775864-kia-rio-spice-14-ub-ex-_JM#position=45&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
45,Ssangyong Kyron 2.0 M200 4x4  Psj 7,38000000,https://carro.mercadolibre.com.co/MCO-1372074025-ssangyong-kyron-20-m200-psj-7-_JM#position=46&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
46,Chevrolet N300 1.2 Move Plus,38000000,https://carro.mercadolibre.com.co/MCO-1372169425-chevrolet-n300-_JM#position=47&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
47,Renault Sandero 1.6 Authentique / Life,51500000,https://carro.mercadolibre.com.co/MCO-1372070573-renault-sandero-_JM#position=48&search_layout=grid&type=item&tracking_id=67cd9ae1-7b7e-4640-ab91-f8fdfc857d1c
0,Honda Civic 1.6 Ex,18750000,https://carro.mercadolibre.com.co/MCO-1372057405-honda-civic-_JM#position=1&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
1,Citroën C3 1.6 Shine Automatico,65000000,https://carro.mercadolibre.com.co/MCO-1372114239-citroen-c3-16-shine-automatico-_JM#position=2&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
2,Foton Mini Truck 1.5 Bj1030v4jv-bh,57500000,https://carro.mercadolibre.com.co/MCO-1372065431-foton-bj1030v4jv2-bh-_JM#position=3&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
3,Volkswagen Jetta 2.0 Europa At,44000000,https://carro.mercadolibre.com.co/MCO-2099280442-volkswagen-jetta-20-europa-automatico-_JM#position=4&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
4,Toyota Prado 3.0 Tx-l,210000000,https://carro.mercadolibre.com.co/MCO-2099318216-toyota-prado-30-txl-_JM#position=5&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
5,Renault Duster Oroch Intens 1.3 Turbo,106000000,https://carro.mercadolibre.com.co/MCO-2099622956-renault-duster-oroch-intens-13-turbo-2024-_JM#position=6&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
6,Kia Sportage 2.0 Fq Mecánica 4x2,44000000,https://carro.mercadolibre.com.co/MCO-2099620690-kia-sportage-_JM#position=7&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
7,Kia Sportage 2.0 Zenith 4x2 Automatica,115000000,https://carro.mercadolibre.com.co/MCO-2099402004-kia-sportage-20-zenith-2019-_JM#position=8&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
8,Kia Sportage 2.0 Zenith 4x2 Automatica,115000000,https://carro.mercadolibre.com.co/MCO-2099402002-kia-sportage-20-zenith-2019-_JM#position=9&search_layout=grid&type=item&tracking_id=5147069a-96f6-4b91-ae3c-4c4fc2abd86c
